date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:36:54	147204/147204	---M-Z	200	added ('OK')	text/html	etag:%2223f04-5c5f0a8d-cacf424e986ce6ad;gz%22	https://max-themes.net/demos/kingster/kingster/homepage-2.html	E:/Templates/kingster(leads)/max-themes.net/demos/kingster/kingster/homepage-2.html	(from )
13:36:55	1159/1159	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-5d2431a6-659acfdea6626047;gz%22	https://max-themes.net/robots.txt		(from )
13:36:55	113353/113353	---M-Z	200	added ('OK')	text/css	etag:%221bac9-5c5f0ade-9c1c94c8ee3cf613;gz%22	https://max-themes.net/demos/kingster/kingster/plugins/goodlayers-core/plugins/combine/style.css	E:/Templates/kingster(leads)/max-themes.net/demos/kingster/kingster/plugins/goodlayers-core/plugins/combine/style.css	(from https://max-themes.net/demos/kingster/kingster/homepage-2.html)
13:36:55	198444/198444	---M-Z	200	added ('OK')	text/css	etag:%223072c-5c5f0ad8-b04411b004bc4db8;gz%22	https://max-themes.net/demos/kingster/kingster/plugins/goodlayers-core/include/css/page-builder.css	E:/Templates/kingster(leads)/max-themes.net/demos/kingster/kingster/plugins/goodlayers-core/include/css/page-builder.css	(from https://max-themes.net/demos/kingster/kingster/homepage-2.html)
13:36:56	29725/29725	---M-Z	200	added ('OK')	text/css	etag:%22741d-5c5f0b35-92d0b3830057a081;gz%22	https://max-themes.net/demos/kingster/kingster/plugins/revslider/public/assets/css/settings.css	E:/Templates/kingster(leads)/max-themes.net/demos/kingster/kingster/plugins/revslider/public/assets/css/settings.css	(from https://max-themes.net/demos/kingster/kingster/homepage-2.html)
13:36:56	120643/120643	---M-Z	200	added ('OK')	text/css	etag:%221d743-5c5f0aaf-34c7ad4c3bbdfd4e;gz%22	https://max-themes.net/demos/kingster/kingster/css/style-core.css	E:/Templates/kingster(leads)/max-themes.net/demos/kingster/kingster/css/style-core.css	(from https://max-themes.net/demos/kingster/kingster/homepage-2.html)
13:36:56	107934/107934	---M-Z	200	added ('OK')	text/css	etag:%221a59e-5c5f0aaf-935eff928ef40bf5;gz%22	https://max-themes.net/demos/kingster/kingster/css/kingster-style-custom.css	E:/Templates/kingster(leads)/max-themes.net/demos/kingster/kingster/css/kingster-style-custom.css	(from https://max-themes.net/demos/kingster/kingster/homepage-2.html)
13:36:56	175720/175720	---M-Z	200	added ('OK')	text/html	etag:%222ae68-5c5f0a90-e576f15e1b064a03;gz%22	https://max-themes.net/demos/kingster/kingster/index.html	E:/Templates/kingster(leads)/max-themes.net/demos/kingster/kingster/index.html	(from https://max-themes.net/demos/kingster/kingster/homepage-2.html)
13:36:57	18711/18711	---M--	200	added ('OK')	image/png	etag:%224917-5c5f0ab4-cec2ba3c7f6e5595;;;%22	https://max-themes.net/demos/kingster/kingster/images/logo.png	E:/Templates/kingster(leads)/max-themes.net/demos/kingster/kingster/images/logo.png	(from https://max-themes.net/demos/kingster/kingster/homepage-2.html)
13:36:57	74235/74235	---M-Z	200	added ('OK')	text/html	etag:%22121fb-5c5f0aa6-7a6ef36e4d2c1237;gz%22	https://max-themes.net/demos/kingster/kingster/about-us.html	E:/Templates/kingster(leads)/max-themes.net/demos/kingster/kingster/about-us.html	(from https://max-themes.net/demos/kingster/kingster/homepage-2.html)
13:36:57	76103/76103	---M-Z	200	added ('OK')	text/html	etag:%2212947-5c5f0a7d-29c10f1caf0a54ae;gz%22	https://max-themes.net/demos/kingster/kingster/blog-full-right-sidebar-with-frame.html	E:/Templates/kingster(leads)/max-themes.net/demos/kingster/kingster/blog-full-right-sidebar-with-frame.html	(from https://max-themes.net/demos/kingster/kingster/homepage-2.html)
13:36:57	75494/75494	---M-Z	200	added ('OK')	text/html	etag:%22126e6-5c5f0a7b-ee9883fe720d6d0a;gz%22	https://max-themes.net/demos/kingster/kingster/blog-full-left-sidebar-with-frame.html	E:/Templates/kingster(leads)/max-themes.net/demos/kingster/kingster/blog-full-left-sidebar-with-frame.html	(from https://max-themes.net/demos/kingster/kingster/homepage-2.html)
13:36:58	72510/72510	---M-Z	200	added ('OK')	text/html	etag:%2211b3e-5c5f0aab-db7d081b791a9a9c;gz%22	https://max-themes.net/demos/kingster/kingster/blog-full-both-sidebar-with-frame.html	E:/Templates/kingster(leads)/max-themes.net/demos/kingster/kingster/blog-full-both-sidebar-with-frame.html	(from https://max-themes.net/demos/kingster/kingster/homepage-2.html)
13:36:58	70899/70899	---M-Z	200	added ('OK')	text/html	etag:%22114f3-5c5f0a7b-1f721f2ec715f268;gz%22	https://max-themes.net/demos/kingster/kingster/blog-full-right-sidebar.html	E:/Templates/kingster(leads)/max-themes.net/demos/kingster/kingster/blog-full-right-sidebar.html	(from https://max-themes.net/demos/kingster/kingster/homepage-2.html)
13:36:58	70898/70898	---M-Z	200	added ('OK')	text/html	etag:%22114f2-5c5f0aac-37687f3759d2444a;gz%22	https://max-themes.net/demos/kingster/kingster/blog-full-left-sidebar.html	E:/Templates/kingster(leads)/max-themes.net/demos/kingster/kingster/blog-full-left-sidebar.html	(from https://max-themes.net/demos/kingster/kingster/homepage-2.html)
13:36:58	73143/73143	---M-Z	200	added ('OK')	text/html	etag:%2211db7-5c5f0aab-a8cc8dfdfa545ad7;gz%22	https://max-themes.net/demos/kingster/kingster/blog-full-both-sidebar.html	E:/Templates/kingster(leads)/max-themes.net/demos/kingster/kingster/blog-full-both-sidebar.html	(from https://max-themes.net/demos/kingster/kingster/homepage-2.html)
13:36:59	57276/57276	---M-Z	200	added ('OK')	text/html	etag:%22dfbc-5c5f0a80-231e51539bb0da12;gz%22	https://max-themes.net/demos/kingster/kingster/blog-grid-3-columns-no-space.html	E:/Templates/kingster(leads)/max-themes.net/demos/kingster/kingster/blog-grid-3-columns-no-space.html	(from https://max-themes.net/demos/kingster/kingster/homepage-2.html)
13:36:59	56993/56993	---M-Z	200	added ('OK')	text/html	etag:%22dea1-5c5f0a7d-c0626a5a0c680a3d;gz%22	https://max-themes.net/demos/kingster/kingster/blog-grid-2-columns.html	E:/Templates/kingster(leads)/max-themes.net/demos/kingster/kingster/blog-grid-2-columns.html	(from https://max-themes.net/demos/kingster/kingster/homepage-2.html)
13:36:59	56924/56924	---M-Z	200	added ('OK')	text/html	etag:%22de5c-5c5f0a80-31e85ba427fe6209;gz%22	https://max-themes.net/demos/kingster/kingster/blog-grid-3-columns.html	E:/Templates/kingster(leads)/max-themes.net/demos/kingster/kingster/blog-grid-3-columns.html	(from https://max-themes.net/demos/kingster/kingster/homepage-2.html)
13:36:59	60431/60431	---M-Z	200	added ('OK')	text/html	etag:%22ec0f-5c5f0a81-7262ad5af4d606da;gz%22	https://max-themes.net/demos/kingster/kingster/blog-grid-4-columns.html	E:/Templates/kingster(leads)/max-themes.net/demos/kingster/kingster/blog-grid-4-columns.html	(from https://max-themes.net/demos/kingster/kingster/homepage-2.html)
13:37:00	57276/57276	---M-Z	200	added ('OK')	text/html	etag:%22dfbc-5c5f0a7e-39c73370d1ff1e2e;gz%22	https://max-themes.net/demos/kingster/kingster/blog-grid-2-columns-no-space.html	E:/Templates/kingster(leads)/max-themes.net/demos/kingster/kingster/blog-grid-2-columns-no-space.html	(from https://max-themes.net/demos/kingster/kingster/homepage-2.html)
13:37:00	60803/60803	---M-Z	200	added ('OK')	text/html	etag:%22ed83-5c5f0a82-52aefdd47167dc7e;gz%22	https://max-themes.net/demos/kingster/kingster/blog-grid-4-columns-no-space.html	E:/Templates/kingster(leads)/max-themes.net/demos/kingster/kingster/blog-grid-4-columns-no-space.html	(from https://max-themes.net/demos/kingster/kingster/homepage-2.html)
13:37:00	66008/66008	---M-Z	200	added ('OK')	text/html	etag:%22101d8-5c5f0aa4-5136ac0f36f181bb;gz%22	https://max-themes.net/demos/kingster/kingster/standard-post-type.html	E:/Templates/kingster(leads)/max-themes.net/demos/kingster/kingster/standard-post-type.html	(from https://max-themes.net/demos/kingster/kingster/homepage-2.html)
13:37:00	65586/65586	---M-Z	200	added ('OK')	text/html	etag:%2210032-5c5f0a84-4c37ddf23e893529;gz%22	https://max-themes.net/demos/kingster/kingster/contact.html	E:/Templates/kingster(leads)/max-themes.net/demos/kingster/kingster/contact.html	(from https://max-themes.net/demos/kingster/kingster/homepage-2.html)
13:37:00	60994/60994	---M-Z	200	added ('OK')	text/html	etag:%22ee42-5c5f0a85-cb2241c8895fc4e3;gz%22	https://max-themes.net/demos/kingster/kingster/contact-2.html	E:/Templates/kingster(leads)/max-themes.net/demos/kingster/kingster/contact-2.html	(from https://max-themes.net/demos/kingster/kingster/homepage-2.html)
13:37:01	65558/65558	---M-Z	200	added ('OK')	text/html	etag:%2210016-5c5f0a85-4ed6be9031b72c8c;gz%22	https://max-themes.net/demos/kingster/kingster/contact-3.html	E:/Templates/kingster(leads)/max-themes.net/demos/kingster/kingster/contact-3.html	(from https://max-themes.net/demos/kingster/kingster/homepage-2.html)
13:37:01	63828/63828	---M-Z	200	added ('OK')	text/html	etag:%22f954-5c5f0a96-301e2d508f1355c3;gz%22	https://max-themes.net/demos/kingster/kingster/portfolio-3-columns.html	E:/Templates/kingster(leads)/max-themes.net/demos/kingster/kingster/portfolio-3-columns.html	(from https://max-themes.net/demos/kingster/kingster/homepage-2.html)
13:37:01	63768/63768	---M-Z	200	added ('OK')	text/html	etag:%22f918-5c5f0a94-f5edf91d43ab10d1;gz%22	https://max-themes.net/demos/kingster/kingster/portfolio-2-columns.html	E:/Templates/kingster(leads)/max-themes.net/demos/kingster/kingster/portfolio-2-columns.html	(from https://max-themes.net/demos/kingster/kingster/homepage-2.html)
13:37:01	61930/61930	---M-Z	200	added ('OK')	text/html	etag:%22f1ea-5c5f0a98-748688f907c2e837;gz%22	https://max-themes.net/demos/kingster/kingster/portfolio-4-columns.html	E:/Templates/kingster(leads)/max-themes.net/demos/kingster/kingster/portfolio-4-columns.html	(from https://max-themes.net/demos/kingster/kingster/homepage-2.html)
13:37:02	66577/66577	---M-Z	200	added ('OK')	text/html	etag:%2210411-5c5f0a9a-1ffdf95bff83e722;gz%22	https://max-themes.net/demos/kingster/kingster/portfolio-5-columns.html	E:/Templates/kingster(leads)/max-themes.net/demos/kingster/kingster/portfolio-5-columns.html	(from https://max-themes.net/demos/kingster/kingster/homepage-2.html)
13:37:02	66115/66115	---M-Z	200	added ('OK')	text/html	etag:%2210243-5c5f0a95-1de504d00fa3d2f7;gz%22	https://max-themes.net/demos/kingster/kingster/portfolio-2-columns-with-frame.html	E:/Templates/kingster(leads)/max-themes.net/demos/kingster/kingster/portfolio-2-columns-with-frame.html	(from https://max-themes.net/demos/kingster/kingster/homepage-2.html)
13:37:02	66027/66027	---M-Z	200	added ('OK')	text/html	etag:%22101eb-5c5f0a97-f1fe566b51781672;gz%22	https://max-themes.net/demos/kingster/kingster/portfolio-3-columns-with-frame.html	E:/Templates/kingster(leads)/max-themes.net/demos/kingster/kingster/portfolio-3-columns-with-frame.html	(from https://max-themes.net/demos/kingster/kingster/homepage-2.html)
13:37:02	66027/66027	---M-Z	200	added ('OK')	text/html	etag:%22101eb-5c5f0a99-89019628253507c3;gz%22	https://max-themes.net/demos/kingster/kingster/portfolio-4-columns-with-frame.html	E:/Templates/kingster(leads)/max-themes.net/demos/kingster/kingster/portfolio-4-columns-with-frame.html	(from https://max-themes.net/demos/kingster/kingster/homepage-2.html)
13:37:03	62625/62625	---M-Z	200	added ('OK')	text/html	etag:%22f4a1-5c5f0a95-65cb91a53acc3f05;gz%22	https://max-themes.net/demos/kingster/kingster/portfolio-2-columns-no-space.html	E:/Templates/kingster(leads)/max-themes.net/demos/kingster/kingster/portfolio-2-columns-no-space.html	(from https://max-themes.net/demos/kingster/kingster/homepage-2.html)
13:37:03	62625/62625	---M-Z	200	added ('OK')	text/html	etag:%22f4a1-5c5f0a96-1438c3f1d11edc2c;gz%22	https://max-themes.net/demos/kingster/kingster/portfolio-3-columns-no-space.html	E:/Templates/kingster(leads)/max-themes.net/demos/kingster/kingster/portfolio-3-columns-no-space.html	(from https://max-themes.net/demos/kingster/kingster/homepage-2.html)
